Nazwisko aktualne,Liczba
ŁUCZYŃSKA,2161
BORECKA,2160
KRZAK,2155
KOTARSKA,2153
WIATR,2153
BOROWIECKA,2150
KARASIŃSKA,2149
SAGAN,2147
PRZYGODA,2146
BOGACKA,2145
KLOC,2145
STARZYŃSKA,2144
CZAPLICKA,2141
DUL,2141
TRAWIŃSKA,2140
WOJTKOWSKA,2136
BĄCZEK,2134
SOSIŃSKA,2133
STRZELEC,2132
JARECKA,2131
SZMIDT,2131
FRYDRYCH,2130
CHRUŚCIEL,2129
MAJER,2129
GROMEK,2128
SIUDA,2127
GANCARZ,2126
CZAPSKA,2125
GRZEGORZEWSKA,2125
BORUCKA,2123
BAŁDYGA,2121
BIEGAŃSKA,2121
POZNAŃSKA,2121
SYNOWIEC,2119
CYRAN,2118
GOLONKA,2117
JELEŃ,2117
KRAWCZYŃSKA,2116
WĄSOWICZ,2111
MATYJA,2110
KULIGOWSKA,2109
DYLEWSKA,2108
MIROWSKA,2108
WOJNAROWSKA,2105
DAWID,2101
PUZIO,2101
RUSINEK,2099
LACHOWSKA,2097
MROZIŃSKA,2095
SZNAJDER,2090
TOBIASZ,2089
ROZMUS,2088
CHUDY,2087
KOCH,2084
KURKOWSKA,2084
KUPCZYK,2083
MATEJA,2082
NIEDŹWIEDŹ,2082
FABISIAK,2081
JEŻ,2081
OGONOWSKA,2081
SZCZOTKA,2081
MADEJSKA,2079
WOLAŃSKA,2074
BARCZYK,2073
OGRODNIK,2073
STACH,2073
KORCZYŃSKA,2071
KISIELEWSKA,2069
ŁUKOMSKA,2069
OLEKSIAK,2069
MIELNIK,2068
GAJOS,2066
MĄKA,2064
ŁYSIAK,2063
ZDANOWICZ,2063
DAWIDOWICZ,2061
ZDROJEWSKA,2060
KOSIOREK,2059
KLIŚ,2058
DEPTUŁA,2057
PODOLSKA,2054
KARWACKA,2053
KOTOWICZ,2051
BOCHEŃSKA,2047
HOFMAN,2046
MAŁOLEPSZA,2046
KRASOŃ,2045
KĘPIŃSKA,2044
JAROCKA,2042
BARTOSIAK,2041
KUŁAKOWSKA,2040
RUSZKOWSKA,2040
WIERZBOWSKA,2039
SARNA,2038
PACIOREK,2037
KOCUR,2032
KOSSAKOWSKA,2032
KUDŁA,2031
MROZIK,2031
SUCHODOLSKA,2031
KWAŚNIAK,2029
SAJDAK,2029
GLINKA,2026
NOCOŃ,2026
ŁĄCKA,2020
WYSOKIŃSKA,2017
TARKOWSKA,2014
BOGUSZEWSKA,2011
KOSIOR,2009
PANKOWSKA,2007
ZIAJA,2007
ZAJDEL,2006
JEŻEWSKA,2005
SAMBORSKA,2005
JELONEK,2004
BAJOR,2003
HAŁAS,2003
MYSZKA,2001
KUTA,2000
MISIEWICZ,2000
POŚPIECH,2000
OLESIŃSKA,1996
JANKIEWICZ,1995
PIENIĄŻEK,1993
PIRÓG,1993
POPEK,1991
MOROZ,1989
WOŹNICKA,1989
ZAJKOWSKA,1988
KRASIŃSKA,1987
CABAN,1986
KUNA,1985
RATAJ,1985
KUBALA,1984
SZUMSKA,1983
RYBCZYŃSKA,1982
POKORSKA,1980
SAWCZUK,1979
NOWOSIELSKA,1977
GŁOWACZ,1973
GÓRZYŃSKA,1973
WALKIEWICZ,1973
BIELICKA,1972
CYWIŃSKA,1971
SOBKOWIAK,1970
BAŃKOWSKA,1969
PISKORSKA,1968
JACH,1966
CICHY,1965
KASPROWICZ,1964
TOMASZEK,1964
SKRZYŃSKA,1963
SIWAK,1962
JÓZEFOWICZ,1961
PAWŁOWICZ,1961
GUZEK,1960
PIECHOWIAK,1960
STAWSKA,1960
ZWIERZCHOWSKA,1959
ŻOCHOWSKA,1958
ROGUSKA,1956
WĄS,1953
WOJEWODA,1953
PŁACZEK,1952
LISEK,1951
KUŹMIŃSKA,1950
NGUYEN,1948
PACH,1945
RACHWAŁ,1945
BOGUSŁAWSKA,1941
MITURA,1940
JANIKOWSKA,1939
MARCZYK,1939
ŻMIJEWSKA,1938
PTASZYŃSKA,1937
KUKLIŃSKA,1936
MYSZKOWSKA,1935
ROZWADOWSKA,1935
MATUSZEK,1934
KAWCZYŃSKA,1932
SROCZYŃSKA,1932
PRZYBYŁEK,1931
JANIEC,1930
ĆWIEK,1929
KICIŃSKA,1926
OLESZCZUK,1926
KUŹNIAR,1925
MROZOWSKA,1925
FORMELA,1924
ROLA,1923
STANKOWSKA,1923
KUPCZAK,1922
SPYCHALSKA,1922
ŻBIKOWSKA,1921
ANIOŁ,1920
BĘBEN,1918
ŁUKAWSKA,1918
STAWARZ,1915
JODŁOWSKA,1914
GŁUCHOWSKA,1912
SKUPIEŃ,1911
SUŁEK,1911
KUPIS,1910
KARPOWICZ,1909
BOCIAN,1908
LUBIŃSKA,1908
WLAZŁO,1905
ŁOBODA,1904
DZIĘGIELEWSKA,1903
GUZOWSKA,1903
JASKUŁA,1902
ZADROŻNA,1902
BADOWSKA,1901
RZEŹNIK,1900
ZABIELSKA,1899
TWOREK,1898
KOC,1897
SIEMIŃSKA,1895
STADNIK,1895
BRYK,1894
SKRZYPIEC,1894
MĄDRA,1892
CHOLEWIŃSKA,1891
ADAMKIEWICZ,1890
KULCZYCKA,1889
MARCZUK,1889
OLEK,1889
WINKLER,1885
ŁUKASIAK,1884
GONDEK,1883
JAKUBIK,1882
KROK,1882
KUŚNIERZ,1881
SŁOTA,1881
KOBIELA,1880
RYNKIEWICZ,1880
KNOP,1879
LABUDA,1879
SŁOWIKOWSKA,1879
KĘDZIA,1878
NYKIEL,1878
WOJNAR,1878
GIERSZEWSKA,1876
HEBDA,1875
STARCZEWSKA,1875
BANASZKIEWICZ,1874
FLORCZYK,1873
KALISZEWSKA,1873
SOBIERAJSKA,1872
CHOIŃSKA,1871
MELNYK,1871
ABRAMOWICZ,1866
SEMENIUK,1866
OZIMEK,1865
WIKTOR,1865
KUBAS,1864
DZIĘCIOŁ,1863
KUCZERA,1863
PAWLACZYK,1860
POLOK,1857
SZMYT,1857
ABRAMCZYK,1855
MACIEJCZYK,1855
CAŁKA,1853
KOPKA,1853
FORTUNA,1852
KOZUB,1852
ŁATA,1852
GAWĘDA,1851
KĘDRA,1848
KULKA,1848
SOSNA,1848
CISZEK,1847
DYBOWSKA,1847
GRABIEC,1845
ADAMCZUK,1844
KILIAN,1844
ROGULSKA,1844
POŁEĆ,1843
MAĆKOWSKA,1841
MIELEWCZYK,1841
SWOBODA,1839
FILIPOWSKA,1838
NOSEK,1837
PIASKOWSKA,1837
GÓRCZYŃSKA,1836
PRZYBYLAK,1835
SOJA,1830
DURAJ,1824
KURIATA,1823
BUDNIK,1820
SZEWC,1819
BARCZAK,1818
DOMINIK,1818
DRZAZGA,1817
CISEK,1816
PANKIEWICZ,1816
PŁÓCIENNIK,1816
FORYŚ,1814
PACEK,1814
WICHER,1814
WOJTYSIAK,1814
JANUSZKIEWICZ,1813
WALICKA,1812
ROWIŃSKA,1811
LASKA,1809
DĘBIŃSKA,1808
GIERCZAK,1808
MOKRZYCKA,1808
PIWOŃSKA,1808
PŁUCIENNIK,1808
LISZEWSKA,1804
MOSZCZYŃSKA,1803
GUTKOWSKA,1799
KLIMOWICZ,1798
DOPIERAŁA,1796
FRĄCKIEWICZ,1796
PIECUCH,1796
CABAJ,1795
JANECKA,1795
DEPTA,1794
GAWŁOWSKA,1794
BIEDRZYCKA,1791
NIZIOŁEK,1791
ŁUKOWSKA,1790
ZIENKIEWICZ,1790
SKRZYPCZYK,1789
CZARNOWSKA,1788
PIECHA,1788
SZPAKOWSKA,1788
DZIK,1785
IGNACZAK,1784
POLKOWSKA,1784
KOZIKOWSKA,1783
MIODUSZEWSKA,1783
BALIŃSKA,1781
JASIAK,1781
KRZEMIEŃ,1781
PAWEŁEK,1781
PIEKARCZYK,1780
PŁACHTA,1780
CELIŃSKA,1779
ANDRZEJAK,1778
GIBAS,1777
SOBIECH,1774
WALASEK,1774
KRYGIER,1773
KOŁEK,1772
KWAŚNIK,1772
SKUZA,1771
BARTOSZEWICZ,1770
KLIMKIEWICZ,1769
BINKOWSKA,1767
KASIŃSKA,1766
KLICH,1766
BARSZCZEWSKA,1763
CHLEBOWSKA,1763
JAROSIŃSKA,1762
KRZYSZTOFIK,1761
MÜLLER,1761
MAŁACHOWSKA,1760
PRZYBYŁO,1759
KAZIMIERSKA,1757
STAWIARSKA,1757
WOLANIN,1756
FORNAL,1755
SIWIŃSKA,1755
OPALIŃSKA,1754
ŻACZEK,1751
KORALEWSKA,1749
ŚWITALSKA,1748
KOSEK,1747
KRZYŻANIAK,1747
POŹNIAK,1747
PLATA,1746
SOBALA,1746
DANILUK,1744
PAWLUS,1744
PNIEWSKA,1744
BIENIAS,1743
ZAWADKA,1742
LUPA,1741
SZCZĘCH,1740
SZEWCZAK,1740
PATYK,1738
JANOWICZ,1737
GONTARZ,1736
MELLER,1736
KOŻUCH,1735
BORAWSKA,1734
ŚWIĘCICKA,1734
SKOTNICKA,1733
FILA,1732
KOWNACKA,1732
DEMBIŃSKA,1728
BIŃKOWSKA,1727
ŁADA,1727
WIATROWSKA,1726
HINC,1725
KWAPISZ,1725
PIECHOWSKA,1724
WANAT,1723
POPIEL,1720
ROMAŃCZUK,1720
CHRZĄSZCZ,1719
KALICKA,1718
PIETRUCHA,1718
SOŁTYSIK,1718
MOŚCICKA,1717
OBARA,1717
PIKUŁA,1717
POKORA,1717
ŻABIŃSKA,1717
WILKOWSKA,1716
BASIŃSKA,1715
KLIMCZYK,1715
LEJA,1715
TERLECKA,1714
ZDANOWSKA,1714
STEFANOWSKA,1712
SIEŃKO,1711
BROŻYNA,1709
PUSTELNIK,1707
ĆWIKŁA,1706
LENARTOWICZ,1705
BAJER,1703
FICEK,1703
CHMIELECKA,1702
CHUDZIŃSKA,1701
GAWRYŚ,1701
WACHOWICZ,1701
JUREWICZ,1700
KOŚMIDER,1700
ŁUKASZCZYK,1700
IDZIKOWSKA,1699
JASEK,1699
ZELEK,1699
URBANIK,1698
BĄCZKOWSKA,1696
GŁUSZEK,1696
JAWOROWSKA,1695
KUŁAGA,1695
MARCINEK,1695
SAMSEL,1695
GOŁDA,1694
MICKIEWICZ,1694
TABAKA,1694
SOLARZ,1692
KUFEL,1691
TARASIUK,1691
PAWEŁCZYK,1689
BARTOSZ,1688
OCHMAN,1688
CZERNIAWSKA,1687
WALASZCZYK,1686
SZYDŁO,1685
MIAZGA,1684
PIWKO,1684
DRAB,1683
SYPNIEWSKA,1683
MOMOT,1681
ZDUŃCZYK,1679
WSZOŁEK,1678
KACPERSKA,1677
MIŁEK,1677
RUTA,1677
ORLIŃSKA,1674
PLISZKA,1673
CIEŚLAR,1672
KARWAT,1670
CICHOWSKA,1669
GRABIŃSKA,1669
POLAKOWSKA,1669
KUKUŁA,1667
SZMIT,1667
MATYSEK,1666
MICHALEC,1665
SAS,1665
BONIECKA,1664
SAŁATA,1664
KUR,1663
MACIAK,1663
ROSTKOWSKA,1661
LIGĘZA,1660
SZCZĘŚNIAK,1659
PONIATOWSKA,1658
BŁASIAK,1654
GRUSZECKA,1654
KOPIEC,1654
SCHULZ,1654
KLEPACKA,1653
PIELA,1653
SZYMBORSKA,1653
ŁAKOMA,1652
STEFANOWICZ,1652
PALKA,1651
GWIZDAŁA,1650
KACPRZYK,1649
KASPRZYCKA,1649
BĘBENEK,1647
DOMARADZKA,1647
MRUK,1645
NARLOCH,1645
WAWER,1645
KIERZKOWSKA,1644
KOSAKOWSKA,1644
KLESZCZ,1643
WARDA,1643
KORYCKA,1642
ŁASKA,1642
PRUSAK,1641
ZIOBRO,1640
CHĘCIŃSKA,1639
LECHOWICZ,1639
RYSZKA,1639
SARNECKA,1638
PARZYCH,1637
SASIN,1636
JURASZEK,1634
OLEJARZ,1634
ISKRA,1633
MIERNIK,1631
BORZĘCKA,1629
KRYŃSKA,1629
KUŹNIK,1629
JURGA,1628
ŚWINIARSKA,1627
CICHECKA,1626
JABŁONOWSKA,1624
JÓZEFIAK,1624
SAŁEK,1623
GŁODEK,1622
ROJEWSKA,1622
BABIŃSKA,1620
GAWIN,1620
GÓRNIK,1619
JASIK,1618
MARTYNIUK,1615
OKOŃSKA,1615
KAIM,1614
MAJCHROWSKA,1614
NIEDBAŁA,1614
ORLIK,1614
KARBOWIAK,1613
KOWALKOWSKA,1612
WOŹNY,1612
CHUDA,1610
MYŚLIŃSKA,1610
BAŃKA,1608
STASIK,1608
SZYMURA,1607
JAGIEŁA,1606
BIL,1605
LEWKOWICZ,1601
KUSTRA,1599
POLOCZEK,1599
SAK,1599
SPYRA,1599
ŁOZIŃSKA,1596
KONKOL,1594
CIESZYŃSKA,1593
BOCZKOWSKA,1592
CZERNIK,1592
KOCOT,1592
SADKOWSKA,1592
TYSZKIEWICZ,1592
POGODA,1591
IGNASIAK,1590
KOPERSKA,1589
KOTECKA,1588
BARTOSZEWSKA,1587
KŁAK,1585
KUŚMIERCZYK,1584
SÓJKA,1583
ŻYDEK,1583
CZOP,1582
GRALAK,1582
MOCZULSKA,1582
RODZIEWICZ,1582
TAŃSKA,1582
MUSIELAK,1581
JARZĄB,1580
SUSZEK,1580
MANIA,1579
PIETKIEWICZ,1579
BARNAŚ,1574
CZERNECKA,1574
GRAD,1574
JAGŁA,1574
PASIEKA,1574
PIETRASIK,1574
PORADA,1574
JASZCZUK,1573
KACZMARZYK,1573
MATKOWSKA,1573
ZARZECKA,1573
ANDRUSZKIEWICZ,1571
STEFAŃCZYK,1571
DRAGAN,1570
PEPLIŃSKA,1570
PIETRUSZEWSKA,1570
WILCZAK,1569
WOJTAŚ,1569
ŁĘCKA,1568
CZARNIK,1567
WEGNER,1567
ULATOWSKA,1565
STRZYŻEWSKA,1564
PALIWODA,1563
RICHTER,1563
PRZYBOROWSKA,1562
BYKOWSKA,1561
PAWLUK,1561
WRONKA,1561
KLOCEK,1560
SKOCZEŃ,1560
WIKTOROWICZ,1559
WŁODARCZAK,1559
TOCZEK,1557
TYSZKA,1557
TARGOSZ,1556
ANTOSIK,1555
BALCER,1555
BUDNA,1555
KĄDZIELA,1554
KOSECKA,1553
BIAŁY,1552
SOBIECKA,1550
GRALA,1549
SUDER,1547
MLECZKO,1546
BRYL,1545
LANGNER,1545
PRZYTUŁA,1545
SUKIENNIK,1545
WINIARCZYK,1545
GIEMZA,1544
KANTOR,1544
KISZKA,1544
MICHNA,1544
PIETRASZEK,1544
SADŁOWSKA,1541
SZYSZKO,1541
NAPORA,1540
RZEPA,1540
GŁUCH,1539
PAWELCZYK,1539
BRZÓSKA,1538
NIKIEL,1538
ŻÓŁTOWSKA,1537
KĄDZIOŁKA,1535
TĘCZA,1530
BRZOSTEK,1528
ZĄBEK,1528
FILIPKOWSKA,1526
ŚWIDEREK,1526
BOCZEK,1525
CHYŁA,1524
DEJA,1524
KONIK,1523
CHMIELOWIEC,1522
KUBIŃSKA,1522
BOMBA,1520
FIRLEJ,1520
SABAT,1519
STAŚKIEWICZ,1518
WALA,1518
ORLIKOWSKA,1517
ŚWISTAK,1517
PASZKO,1516
DZIUBEK,1515
FEDOROWICZ,1515
KUŚMIERZ,1515
KALEMBA,1514
KRZYWICKA,1514
MNICH,1514
BATKO,1513
GOŹDZIK,1513
SOBOL,1513
LIPOWSKA,1512
MRÓWKA,1512
GĘBALA,1511
WASILUK,1511
KARBOWNIK,1510
ŻYWICKA,1510
DMOCHOWSKA,1508
DYRDA,1508
JEDLIŃSKA,1507
PYTLIK,1507
KRYNICKA,1506
MACHAJ,1506
MALCZYK,1505
STARZYK,1505
ŻELAZNA,1504
TARNAWSKA,1503
GINTER,1502
WOJTALA,1502
STAROSTA,1501
BUTKIEWICZ,1500
DOMIN,1500
GOŁAWSKA,1500
RAPACZ,1500
BOROWIK,1499
CISOWSKA,1499
FISZER,1499
JARZYNA,1499
ZWIERZYŃSKA,1499
KRYSZTOFIAK,1497
GRĄDZKA,1496
BAŁA,1494
KOCIK,1494
CZECHOWICZ,1493
JANCZEWSKA,1492
SKWARA,1492
MĄCZYŃSKA,1491
PACHOLSKA,1491
GRZESZCZAK,1490
NOWOSAD,1490
SŁOMSKA,1490
CHROSTOWSKA,1489
OSIAK,1487
WENTA,1487
PIEKUT,1486
TALAGA,1486
REGULSKA,1484
KRUPSKA,1483
GALANT,1482
MACHURA,1482
BĘDKOWSKA,1481
WĄTROBA,1481
RAWSKA,1480
KOCIOŁEK,1479
DEREŃ,1477
PŁAZA,1477
PUDŁO,1477
CHRZAN,1476
GÓŹDŹ,1476
JAŃCZAK,1476
SZERSZEŃ,1475
KRZYŻAK,1473
WASIK,1473
WIERZBA,1472
BAJOREK,1471
JOPEK,1471
WASZCZUK,1471
GÓRNICKA,1470
SIWIK,1470
SZMIGIEL,1469
PAKULSKA,1468
KOTWICA,1467
SUWAŁA,1467
WOLF,1466
GRONOWSKA,1465
SZABLEWSKA,1465
GODEK,1464
KUŁAK,1462
SARZYŃSKA,1462
KORCZ,1461
ŁAGOWSKA,1461
MALIŃSKA,1461
KASZA,1460
BOLEK,1459
KURPIEWSKA,1459
PRZYWARA,1459
BLICHARZ,1458
SOBECKA,1458
DMOWSKA,1457
OLKOWSKA,1457
PABIAN,1457
KACZKOWSKA,1456
NOWIK,1455
PIÓRO,1455
JAŻDŻEWSKA,1454
CHMIELOWSKA,1453
ROKOSZ,1453
KRZYWDA,1452
STRUZIK,1452
BARTKIEWICZ,1451
GRZEGOREK,1451
MŁYŃSKA,1450
CIECHANOWSKA,1449
GOŁDYN,1449
KMIECIAK,1449
CIOSEK,1448
CHODOROWSKA,1447
KUKIEŁKA,1447
MATUSZCZYK,1445
CZARKOWSKA,1444
ZYŚK,1443
TYCZYŃSKA,1442
KOTAS,1439
JĘDRZEJAK,1437
KWIDZIŃSKA,1436
LESIŃSKA,1436
PODOLAK,1435
WIĘCŁAW,1435
BIAŁOWĄS,1434
DUTKA,1434
GORZKOWSKA,1433
MAKSYMIUK,1433
BRZOZA,1432
PTASZEK,1432
JARZYŃSKA,1431
KRAWCZAK,1431
ROMANOWICZ,1431
CEGIELSKA,1430
KONIOR,1430
PAŁASZ,1430
SAKOWICZ,1430
KURZEJA,1429
PŁOTKA,1429
SMAGA,1427
KIJEWSKA,1426
MISZCZUK,1425
SCHNEIDER,1423
JURA,1422
KUCZKOWSKA,1422
RAFALSKA,1422
ZAŁUSKA,1422
BOROWA,1420
DANIELEWICZ,1420
SKOCZEK,1420
BODNAR,1419
GŁÓD,1419
MAKOWIECKA,1419
RUSIECKA,1418
LANGER,1416
LISIAK,1416
SULIMA,1416
JUSZKIEWICZ,1415
KĘSKA,1415
KWAŚNA,1415
GRAJEWSKA,1413
SZCZEPKOWSKA,1413
BARSKA,1412
CIEPLIŃSKA,1412
KRASNODĘBSKA,1412
KAPAŁA,1411
STYŚ,1411
IDZIAK,1410
MIŁKOWSKA,1410
WOŁOWIEC,1410
LIPA,1407
CZEKAŁA,1406
LUBAŃSKA,1406
PSZCZÓŁKOWSKA,1405
ŚMIETANA,1405
OBRĘBSKA,1403
BARTOS,1402
RADZIK,1402
SKARŻYŃSKA,1401
KARP,1400
KOSICKA,1399
MIŁOSZ,1399
MAGDZIARZ,1398
SZCZECIŃSKA,1398
KRET,1397
ŁUKASZUK,1397
AUGUSTYNOWICZ,1394
ŻUROWSKA,1394
MICHNIEWICZ,1393
WALTER,1393
ŚMIAŁEK,1392
CZEKALSKA,1391
KASZUBOWSKA,1390
MARCZYŃSKA,1389
BARYŁA,1388
DZIADOSZ,1388
KRYSIŃSKA,1388
ŁOJEK,1388
STEFANIUK,1388
ZAWIERUCHA,1388
JAMROZIK,1387
MAŁKIEWICZ,1387
MIELNICZUK,1387
STANIK,1387
GUCWA,1386
NIEWĘGŁOWSKA,1386
STOLAREK,1386
KMITA,1385
MIOTK,1384
SULEJ,1384
DRĄŻEK,1383
NĘDZA,1383
SZAŁKOWSKA,1383
TARCZYŃSKA,1383
WEISS,1383
BUCZAK,1381
KOCHAN,1380
JAREK,1379
KIEDROWSKA,1379
PTASIŃSKA,1379
KARCZMARCZYK,1378
RADZIEJEWSKA,1378
ZIÓŁEK,1378
FRANCZYK,1377
ANTONIUK,1376
FIJOŁEK,1376
GROMADZKA,1376
HAWRYLUK,1376
KOLIŃSKA,1376
PAŁYS,1376
PRZYBYŁOWSKA,1376
SIELSKA,1375
SOROKA,1375
GNIADEK,1373
KRAUS,1373
WALCZUK,1373
MIGDAŁ,1372
ŻABA,1372
KONIECZKA,1371
LIBERA,1371
STĘPIŃSKA,1371
BRZEZICKA,1370
GAPIŃSKA,1369
LEHMANN,1369
MRÓWCZYŃSKA,1369
MARSZAŁ,1368
GĘBSKA,1367
PERZ,1367
RZESZUTEK,1367
SAWA,1367
WIEWIÓRA,1367
WOJTKIEWICZ,1367
CZERSKA,1366
GOLIK,1366
JELIŃSKA,1366
ARCISZEWSKA,1365
WĄDOŁOWSKA,1365
JAKUBEK,1364
KUMOR,1364
RĘBISZ,1364
WALKOWSKA,1364
ZANIEWSKA,1364
ŻĄDŁO,1364
GRUBA,1362
STRÓŻYK,1360
DOLECKA,1359
SKRZYNIARZ,1359
JAROSZEWICZ,1358
LATOS,1358
PROKOPOWICZ,1358
RYDZ,1358
TYBURSKA,1358
KOCOŃ,1357
KROPIDŁOWSKA,1357
ZAMOJSKA,1357
NIEDŹWIEDZKA,1356
SIEKIERSKA,1354
SOKALSKA,1354
GACA,1353
SKAWIŃSKA,1353
PALUSZKIEWICZ,1352
BUJNOWSKA,1351
CHABOWSKA,1351
BRYŚ,1350
CIECIERSKA,1350
MOŻDŻEŃ,1350
KONARZEWSKA,1349
GAIK,1348
RUSAK,1348
BŁOCH,1347
DZIUBIŃSKA,1347
KOBIAŁKA,1347
BISKUPSKA,1346
GĘBKA,1346
MADEJA,1346
KRYCZKA,1345
KULAK,1345
NIEWIŃSKA,1345
PADUCH,1345
SZREDER,1345
BORUTA,1343
WOJTAL,1343
MICHTA,1341
GAŁEK,1340
SMOLAK,1340
DOROSZ,1339
KASPERCZYK,1339
KOŁTUN,1339
ŚWIĘTEK,1339
KURZYŃSKA,1337
RAJEWSKA,1337
WOCH,1337
BACZEWSKA,1336
SOSZYŃSKA,1335
BURA,1333
DOBEK,1333
SOBIESKA,1333
KARASIEWICZ,1332
PRUSZYŃSKA,1332
JAWOREK,1331
KABAT,1331
KULCZYŃSKA,1331
STARZEC,1331
MAŚLAK,1330
OCZKOWSKA,1330
SZYMKIEWICZ,1328
BRZYSKA,1327
OCHOCKA,1327
LENKIEWICZ,1326
FRYC,1325
JAROSZEK,1325
BRZÓZKA,1322
BACH,1320
GALUS,1320
MIGAS,1320
WENCEL,1320
HOPPE,1319
PAŁCZYŃSKA,1319
ŚMIGIEL,1319
FIC,1318
REK,1318
SOLIŃSKA,1318
DĘBEK,1317
RYCHTER,1316
KURDZIEL,1315
BARTYZEL,1313
OPAŁKA,1313
PACYNA,1313
POMORSKA,1313
SKÓRSKA,1313
JANOTA,1312
REKOWSKA,1312
TKOCZ,1311
BŁAŻEJCZYK,1310
GOŚCINIAK,1310
SŁUPSKA,1310
BAZAN,1308
FALKIEWICZ,1308
SZYMONIAK,1308
RYGIELSKA,1307
SIECZKA,1307
STRZAŁKA,1307
GRZANKA,1306
IDZIK,1305
PASTUSZAK,1305
SIEK,1305
ŻYGADŁO,1305
GAŁKOWSKA,1303
SADŁO,1303
ŻYŁKA,1303
ADAMOWSKA,1302
JANECZKO,1302
JASZCZAK,1302
KOTLIŃSKA,1302
STACHYRA,1302
ROGACKA,1300
ROSÓŁ,1300
RUTKA,1300
WALEWSKA,1299
WĄCHAŁA,1299
DRZYMAŁA,1298
GALA,1298
KLIMKOWSKA,1297
WOŹNICZKA,1297
BAKALARZ,1296
KUPKA,1295
PALACZ,1295
NOGAJ,1294
NAWARA,1293
WALASZEK,1293
WYKA,1293
CYBULA,1292
BRODZIŃSKA,1291
RADOŃ,1291
SŁOMA,1291
BRZOSTOWSKA,1289
BUJALSKA,1289
FĄFARA,1289
PELCZAR,1289
WRZESZCZ,1289
MARCHLEWSKA,1288
GUZY,1287
RADWAN,1287
BŁASZKOWSKA,1286
KOTULA,1286
CZARNIECKA,1285
FIEDOROWICZ,1285
WOJCIESZAK,1284
BIGOS,1283
KARDAS,1283
KOŹLIK,1283
STRĄCZEK,1283
WOŁEK,1283
CZOPEK,1282
KOTŁOWSKA,1282
ŁUPIŃSKA,1282
OLSZÓWKA,1282
MIKRUT,1281
MUZYKA,1281
STANIEK,1281
SURMACZ,1281
PAROL,1280
BABICZ,1279
GURGUL,1279
ZIEMIŃSKA,1279
FOJCIK,1278
JARZĘBSKA,1278
KONEFAŁ,1277
DZWONKOWSKA,1276
MURZYN,1276
GRZĘDA,1275
ANTONOWICZ,1274
GARBOWSKA,1274
KŁYS,1274
KOCJAN,1273
SKÓRKA,1270
BIZOŃ,1269
KRAMARZ,1269
BURAK,1268
GARCZYŃSKA,1268
BONK,1265
BAJ,1264
FIGURSKA,1264
FURMANEK,1264
BRODZIAK,1263
JAKUBOWICZ,1262
SZYDLIK,1262
BANASZCZYK,1260
POTRYKUS,1260
WAJS,1260
GŁĘBOCKA,1259
PRZYGODZKA,1259
BĄCZYK,1258
KUĆ,1258
LIZAK,1258
SMOLARCZYK,1258
GRADOWSKA,1257
DOMBROWSKA,1256
SZABŁOWSKA,1256
BYCZKOWSKA,1255
KUBIŚ,1255
LANGOWSKA,1255
GÓRAK,1254
DZIEWULSKA,1253
KAPŁON,1253
RAJSKA,1253
SZYSZKOWSKA,1253
WIERCIŃSKA,1253
GREŃ,1252
GRODZICKA,1252
GRZYWA,1252
ŁOJEWSKA,1252
PALA,1252
DURKA,1251
ZACHARSKA,1251
BERGER,1250
ŚWIERCZEWSKA,1250
MEYER,1249
NIZIOŁ,1249
ŁABĘDZKA,1248
MATUŁA,1248
ZABORSKA,1248
MAĆKIEWICZ,1247
CIURA,1246
KLUCZYŃSKA,1245
MAZUROWSKA,1245
SITKOWSKA,1245
STYCZEŃ,1245
ZAPART,1244
RACZEK,1243
GARSTKA,1242
KALATA,1242
KIJAK,1242
MAZGAJ,1242
ILNICKA,1240
KRAWCZUK,1240
PUDEŁKO,1240
CZARNOCKA,1239
ŁUNIEWSKA,1239
WAŚKO,1239
DASZKIEWICZ,1238
CIBOROWSKA,1237
DUDKA,1237
KAROLEWSKA,1237
MALINA,1236
MUSIALIK,1236
PIECZONKA,1236
CHORĄŻY,1235
STOPKA,1234
KOLANO,1233
KUBAT,1233
MATYSIK,1233
BIEGUN,1232
DEMBOWSKA,1232
MROŻEK,1232
PŁOŃSKA,1232
STANISZ,1232
TRZASKOWSKA,1232
MATYS,1230
FOLTYN,1229
KOPAŃSKA,1229
KARDASZ,1228
DERDA,1227
STACHERA,1227
ŻAKOWSKA,1227
GRUCHAŁA,1226
ROLKA,1226
MARCISZ,1225
NEJMAN,1225
KEMPIŃSKA,1224
LAZAR,1224
PUŁAWSKA,1224
FABER,1223
JAROMIN,1223
BAR,1222
CIUPA,1222
FRONTCZAK,1222
KUBERA,1222
JADCZAK,1221
DUDZIC,1220
KLEPACZ,1220
TALAREK,1220
KWIETNIEWSKA,1219
ŁOPATA,1219
KUCIA,1218
NAKONIECZNA,1218
GARUS,1217
MICHALCZUK,1216
RYNKOWSKA,1216
KOSIBA,1215
SZLACHETKA,1215
PILECKA,1214
RÓŻALSKA,1214
WIELICZKO,1214
CEGLAREK,1213
MIKOS,1213
TREDER,1213
DĄBROWA,1212
MASTERNAK,1212
KACZOREK,1211
BUCHTA,1210
RYCZEK,1210
BERLIŃSKA,1209
DOMŻALSKA,1208
GRĘDA,1208
OWCZARZAK,1208
POWROŹNIK,1208
SZULIK,1208
BERNAŚ,1207
ŻABICKA,1206
PISARCZYK,1205
POLIT,1205
